Address,Case Number,Crime Against,Neighborhood,Occur Date,Occur Month Year,Occur Time,Offense Category,Offense Count,Offense Type
7300 BLOCK OF SE UMATILLA ST                                                                                      ,18-1065,Person,Brentwood-Darlington,1/1/2018,1/1/2018,2331,Assault Offenses,1,Simple Assault
5800 BLOCK OF SW BEAVERTON HILLSDALE HWY                                                                          ,18-102037,Person,Bridlemile,3/28/2018,3/1/2018,1232,Assault Offenses,1,Simple Assault
SW 3RD AVE / SW ANKENY ST,18-102724,Person,Downtown,3/28/2018,3/1/2018,2200,Assault Offenses,1,Simple Assault
,18-X5063818,Person,Wilkes,3/31/2018,3/1/2018,2306,Assault Offenses,1,Simple Assault
3000 BLOCK OF SE 82ND AVE                                                                                         ,18-106762,Person,Powellhurst-Gilbert,4/1/2018,4/1/2018,330,Assault Offenses,1,Aggravated Assault
SW 6TH AVE / SW PINE ST,18-100902,Person,Downtown,3/27/2018,3/1/2018,1354,Assault Offenses,1,Simple Assault
200 BLOCK OF SE ALDER ST                                                                                         ,18-105981,Person,Buckman West,3/31/2018,3/1/2018,1329,Assault Offenses,1,Intimidation
7900 BLOCK OF SE FOSTER RD                                                                                        ,18-111158,Person,Mt Scott-Arleta,4/4/2018,4/1/2018,1940,Assault Offenses,1,Simple Assault
4800 BLOCK OF NE GLISAN ST                                                                                        ,18-111580,Person,North Tabor,4/5/2018,4/1/2018,615,Assault Offenses,1,Simple Assault
,18-X5067870,Person,Brentwood-Darlington,4/7/2018,4/1/2018,2139,Assault Offenses,1,Simple Assault
,18-X5060728,Person,Northwest,3/27/2018,3/1/2018,121,Assault Offenses,1,Aggravated Assault
6400 BLOCK OF SW BEAVER AVE                                                                                       ,18-102916,Person,South Portland,3/29/2018,3/1/2018,130,Assault Offenses,1,Aggravated Assault
200 BLOCK OF NW COUCH ST                                                                                         ,18-10558,Person,Old Town/Chinatown,1/9/2018,1/1/2018,2345,Assault Offenses,1,Simple Assault
5000 BLOCK OF NE ALBERTA ST                                                                                       ,18-10603,Person,Cully,1/10/2018,1/1/2018,1441,Assault Offenses,1,Simple Assault
,18-X5063816,Person,St Johns,3/31/2018,3/1/2018,2258,Assault Offenses,1,Simple Assault
1500 BLOCK OF N HAYDEN ISLAND DR                                                                                  ,18-112172,Person,Hayden Island,4/5/2018,4/1/2018,1708,Assault Offenses,1,Simple Assault
3200 BLOCK OF SE 82ND AVE                                                                                         ,18-113247,Person,Powellhurst-Gilbert,4/6/2018,4/1/2018,1417,Assault Offenses,1,Aggravated Assault
,18-X5068362,Person,Downtown,4/2/2018,4/1/2018,1800,Sex Offenses,1,Rape
,18-X5070707,Person,Montavilla,4/11/2018,4/1/2018,1650,Assault Offenses,1,Simple Assault
,18-X5071642,Person,Sullivan's Gulch,4/11/2018,4/1/2018,2300,Sex Offenses,1,Rape
1700 BLOCK OF SE TENINO ST                                                                                        ,18-115937,Person,Sellwood-Moreland,4/8/2018,4/1/2018,2039,Assault Offenses,1,Simple Assault
100 BLOCK OF NW 20TH PL                                                                                          ,18-119082,Person,Northwest,4/11/2018,4/1/2018,1157,Assault Offenses,1,Simple Assault
,18-X5063180,Person,Powellhurst-Gilbert,3/30/2018,3/1/2018,1514,Kidnapping/Abduction,1,Kidnapping/Abduction
,18-X5063662,Person,Lents,3/30/2018,3/1/2018,1200,Kidnapping/Abduction,1,Kidnapping/Abduction
5800 BLOCK OF SE 136TH AVE                                                                                        ,18-106375,Person,Pleasant Valley,3/31/2018,3/1/2018,1954,Assault Offenses,1,Simple Assault
,18-X5065223,Person,Wilkes,4/3/2018,4/1/2018,2015,Assault Offenses,1,Simple Assault
,18-X5060580,Person,Pleasant Valley,3/26/2018,3/1/2018,2013,Assault Offenses,1,Simple Assault
,18-X5061894,Person,South Burlingame,3/28/2018,3/1/2018,1544,Assault Offenses,1,Simple Assault
,18-X5062012,Person,Sabin,3/27/2018,3/1/2018,1527,Assault Offenses,1,Aggravated Assault
,18-X5013581,Person,Eliot,1/8/2018,1/1/2018,1700,Sex Offenses,1,Sodomy
4400 BLOCK OF NE BROADWAY                                                                                         ,18-106852,Person,Hollywood,4/1/2018,4/1/2018,748,Assault Offenses,1,Simple Assault
4400 BLOCK OF NE BROADWAY                                                                                         ,18-104227,Person,Hollywood,3/30/2018,3/1/2018,358,Assault Offenses,1,Simple Assault
,18-X5063807,Person,Hazelwood,3/31/2018,3/1/2018,1054,Assault Offenses,1,Simple Assault
4400 BLOCK OF NE BROADWAY                                                                                         ,18-106852,Person,Hollywood,4/1/2018,4/1/2018,748,Assault Offenses,1,Simple Assault
E BURNSIDE ST / SE 12TH AVE,18-107210,Person,Kerns,4/1/2018,4/1/2018,1554,Assault Offenses,1,Simple Assault
,18-X5067530,Person,Eliot,4/7/2018,4/1/2018,834,Sex Offenses,1,Rape
2800 BLOCK OF N GANTENBEIN AVE                                                                                    ,18-115695,Person,Eliot,4/8/2018,4/1/2018,1600,Assault Offenses,1,Simple Assault
5900 BLOCK OF NE SUMNER ST                                                                                        ,18-126234,Person,Cully,4/17/2018,4/1/2018,1318,Assault Offenses,1,Intimidation
,18-X5063909,Person,Powellhurst-Gilbert,4/1/2018,4/1/2018,538,Assault Offenses,1,Simple Assault
4200 BLOCK OF SE 82ND AVE                                                                                         ,18-108521,Person,Lents,4/2/2018,4/1/2018,1845,Assault Offenses,1,Simple Assault
700 BLOCK OF SE 6TH AVE                                                                                          ,18-113734,Person,Buckman West,4/6/2018,4/1/2018,2105,Assault Offenses,1,Simple Assault
4200 BLOCK OF SE 82ND AVE                                                                                         ,18-114386,Person,Lents,4/7/2018,4/1/2018,1106,Assault Offenses,1,Intimidation
5900 BLOCK OF NE 32ND PL                                                                                          ,18-11761,Person,Concordia,1/11/2018,1/1/2018,1458,Assault Offenses,1,Simple Assault
5900 BLOCK OF NE 32ND PL                                                                                          ,18-11761,Person,Concordia,1/11/2018,1/1/2018,1458,Assault Offenses,1,Simple Assault
11100 BLOCK OF NE MARX ST                                                                                          ,18-124397,Person,Parkrose,4/16/2018,4/1/2018,204,Assault Offenses,1,Simple Assault
,18-X5074673,Person,Lents,4/18/2018,4/1/2018,1928,Assault Offenses,1,Simple Assault
,18-X5075079,Person,Cully,4/19/2018,4/1/2018,1400,Assault Offenses,1,Simple Assault
,18-X5067089,Person,Mt Scott-Arleta,4/6/2018,4/1/2018,2353,Assault Offenses,1,Aggravated Assault
7500 BLOCK OF N TYLER AVE                                                                                         ,18-115551,Person,St Johns,4/8/2018,4/1/2018,1320,Assault Offenses,1,Aggravated Assault
,18-X5069855,Person,South Portland,4/10/2018,4/1/2018,30,Assault Offenses,1,Simple Assault
3300 BLOCK OF SE 82ND AVE                                                                                         ,18-117944,Person,South Tabor,4/10/2018,4/1/2018,1330,Assault Offenses,1,Intimidation
NE STANTON ST / NE 15TH AVE,18-100744,Person,Irvington,3/27/2018,3/1/2018,1140,Assault Offenses,1,Simple Assault
500 BLOCK OF NW 6TH AVE                                                                                          ,18-102962,Person,Old Town/Chinatown,3/29/2018,3/1/2018,318,Assault Offenses,1,Aggravated Assault
,18-X5063755,Person,Powellhurst-Gilbert,4/1/2018,4/1/2018,123,Assault Offenses,1,Simple Assault
,18-X5061025,Person,Parkrose Heights,3/26/2018,3/1/2018,200,Assault Offenses,1,Simple Assault
500 BLOCK OF NW 6TH AVE                                                                                          ,18-104031,Person,Old Town/Chinatown,3/29/2018,3/1/2018,2257,Assault Offenses,1,Aggravated Assault
,18-X5065300,Person,Montavilla,4/3/2018,4/1/2018,2244,Assault Offenses,1,Simple Assault
8100 BLOCK OF SE 82ND AVE                                                                                         ,18-110840,Person,Lents,4/4/2018,4/1/2018,1500,Assault Offenses,1,Simple Assault
,18-X5067314,Person,Northwest,3/3/2018,3/1/2018,943,Sex Offenses,1,Rape
,18-X5069400,Person,Hazelwood,4/8/2018,4/1/2018,1937,Assault Offenses,1,Simple Assault
4400 BLOCK OF SE 92ND AVE                                                                                         ,18-116884,Person,Lents,4/9/2018,4/1/2018,1650,Assault Offenses,1,Simple Assault
9600 BLOCK OF NE GLISAN ST                                                                                        ,18-126863,Person,Hazelwood,4/17/2018,4/1/2018,2030,Assault Offenses,1,Aggravated Assault
,18-X5064179,Person,St Johns,4/1/2018,4/1/2018,2009,Assault Offenses,1,Intimidation
SE 7TH AVE / SE FRANKLIN ST,18-109943,Person,Brooklyn,4/1/2018,4/1/2018,300,Assault Offenses,1,Simple Assault
,18-X5067845,Person,Powellhurst-Gilbert,4/7/2018,4/1/2018,1958,Assault Offenses,1,Aggravated Assault
,18-X5068292,Person,Hazelwood,4/8/2018,4/1/2018,1100,Assault Offenses,1,Simple Assault
EB HAWTHORNE BRG AT / WESTEND,18-116434,Person,,4/9/2018,4/1/2018,931,Assault Offenses,1,Simple Assault
,18-X5069582,Person,Woodlawn,4/10/2018,4/1/2018,1006,Assault Offenses,1,Aggravated Assault
,18-X5070262,Person,Mill Park,4/11/2018,4/1/2018,1005,Assault Offenses,1,Simple Assault
,18-X5070939,Person,Mill Park,4/12/2018,4/1/2018,2308,Assault Offenses,1,Simple Assault
,18-X5074631,Person,Wilkes,4/18/2018,4/1/2018,2237,Assault Offenses,1,Simple Assault
,18-X5068199,Person,Arbor Lodge,4/8/2018,4/1/2018,1552,Kidnapping/Abduction,1,Kidnapping/Abduction
NE 120TH AVE / NE COUCH ST,18-111978,Person,Hazelwood,4/5/2018,4/1/2018,1400,Assault Offenses,1,Simple Assault
,18-X5066965,Person,Arbor Lodge,4/6/2018,4/1/2018,1555,Assault Offenses,1,Aggravated Assault
2800 BLOCK OF SE TAYLOR ST                                                                                        ,18-114338,Person,Sunnyside,4/7/2018,4/1/2018,1018,Assault Offenses,1,Simple Assault
,18-X5074631,Person,Wilkes,4/18/2018,4/1/2018,2237,Assault Offenses,1,Simple Assault
,18-X5074631,Person,Wilkes,4/18/2018,4/1/2018,2237,Assault Offenses,1,Simple Assault
SW MONTGOMERY ST / SW 13TH AVE,18-105291,Person,Downtown,3/30/2018,3/1/2018,1530,Assault Offenses,1,Simple Assault
7400 BLOCK OF N WOOLSEY AVE                                                                                       ,18-105919,Person,University Park,3/31/2018,3/1/2018,1225,Assault Offenses,1,Simple Assault
SW 5TH AVE / SW OAK ST,18-107896,Person,Downtown,4/2/2018,4/1/2018,850,Assault Offenses,1,Simple Assault
NW 10TH AVE / W BURNSIDE ST,18-108390,Person,Pearl,3/26/2018,3/1/2018,2130,Assault Offenses,1,Simple Assault
,18-X5064597,Person,Powellhurst-Gilbert,4/2/2018,4/1/2018,1837,Assault Offenses,1,Simple Assault
,18-X5065757,Person,East Columbia,4/4/2018,4/1/2018,931,Assault Offenses,1,Simple Assault
